"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Shoulder Press (Dumbbell)",,"",4,"failure",16,10,,0,10
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Bottom-Half Seated Cable Flye",,"Last set to 7,5 for form. Next time all 10 try full reps",0,"warmup",5,10,,0,6
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Bottom-Half Seated Cable Flye",,"Last set to 7,5 for form. Next time all 10 try full reps",1,"normal",10,15,,0,9
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Bottom-Half Seated Cable Flye",,"Last set to 7,5 for form. Next time all 10 try full reps",2,"normal",10,12,,0,9.5
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Bottom-Half Seated Cable Flye",,"Last set to 7,5 for form. Next time all 10 try full reps",3,"failure",7.5,15,,0,10
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Lateral Raise (Cable)",,"",0,"warmup",4,10,,0,6
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Lateral Raise (Cable)",,"",1,"normal",7,15,,0,9.5
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Lateral Raise (Cable)",,"",2,"normal",6.5,15,,0,9.5
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Lateral Raise (Cable)",,"",3,"failure",6.5,15,,0,9.5
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Skullcrusher (Barbell)",,"",0,"warmup",12.5,10,,0,6
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Skullcrusher (Barbell)",,"",1,"normal",25,14,,0,10
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Skullcrusher (Barbell)",,"",2,"normal",22.5,14,,0,10
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Skullcrusher (Barbell)",,"",3,"failure",20,15,,0,9.5
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Triceps Pressdown",,"2nd set break after 12, switched sides then did 8 more after switching back",0,"warmup",7.5,10,,0,6
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Triceps Pressdown",,"2nd set break after 12, switched sides then did 8 more after switching back",1,"normal",10.5,18,,0,9.5
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Triceps Pressdown",,"2nd set break after 12, switched sides then did 8 more after switching back",2,"normal",10,20,,0,10
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Triceps Pressdown",,"2nd set break after 12, switched sides then did 8 more after switching back",3,"failure",10,12,,0,10
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Dragon Flag",,"Better form, mostly same reps, higher RPE",0,"normal",,11,,0,9
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Dragon Flag",,"Better form, mostly same reps, higher RPE",1,"normal",,10,,0,9
"Push // Ramp // Hypertrophy // 3","26 Jul 2025, 08:18","26 Jul 2025, 10:12","","Dragon Flag",,"Better form, mostly same reps, higher RPE",2,"failure",,8,,0,10
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Lat Pulldown (Cable)",,"No pauses :D",0,"warmup",30,10,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Lat Pulldown (Cable)",,"No pauses :D",1,"warmup",40,6,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Lat Pulldown (Cable)",,"No pauses :D",2,"normal",60,12,,0,9
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Lat Pulldown (Cable)",,"No pauses :D",3,"normal",60,12,,0,9.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Lat Pulldown (Cable)",,"No pauses :D",4,"failure",60,10,,0,9.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Chest Supported Incline Row (Dumbbell)",,"",0,"warmup",12,10,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Chest Supported Incline Row (Dumbbell)",,"",1,"warmup",16,6,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Chest Supported Incline Row (Dumbbell)",,"",2,"normal",26,12,,0,9
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Chest Supported Incline Row (Dumbbell)",,"",3,"normal",26,12,,0,9.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Chest Supported Incline Row (Dumbbell)",,"",4,"normal",26,10,,0,10
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Chest Supported Incline Row (Dumbbell)",,"",5,"failure",24,11,,0,10
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Seated Cable Row - Bar Wide Grip",,"",0,"warmup",30,10,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",60,15,,0,9
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",60,15,,0,10
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Seated Cable Row - Bar Wide Grip",,"",3,"failure",60,12,,0,9.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Reverse Fly Single Arm (Cable)",,"9,5 felt crazy heavy. 9 as usual. Next time try 9,5 in 2nd set as well",0,"warmup",4.5,10,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Reverse Fly Single Arm (Cable)",,"9,5 felt crazy heavy. 9 as usual. Next time try 9,5 in 2nd set as well",1,"normal",9.5,15,,0,8.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Reverse Fly Single Arm (Cable)",,"9,5 felt crazy heavy. 9 as usual. Next time try 9,5 in 2nd set as well",2,"normal",9,15,,0,8.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Reverse Fly Single Arm (Cable)",,"9,5 felt crazy heavy. 9 as usual. Next time try 9,5 in 2nd set as well",3,"failure",9,16,,0,9.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Shrug (Cable)",,"",0,"warmup",12.5,10,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Shrug (Cable)",,"",1,"warmup",17.5,6,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Shrug (Cable)",,"",2,"normal",31.5,15,,0,8
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Shrug (Cable)",,"",3,"normal",31.5,15,,0,8.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Shrug (Cable)",,"",4,"failure",31.5,15,,0,9
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Hammer Curl (Cable)",,"",0,"warmup",15,10,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Hammer Curl (Cable)",,"",1,"normal",22.5,15,,0,8.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Hammer Curl (Cable)",,"",2,"normal",22.5,13,,0,9.5
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Hammer Curl (Cable)",,"",3,"failure",20,14,,0,10
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Concentration Curl",,"",0,"warmup",6,10,,0,6
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Concentration Curl",,"",1,"normal",12,16,,0,10
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Concentration Curl",,"",2,"normal",10,20,,0,10
"Pull // Ramp // Hypertrophy // 3","25 Jul 2025, 07:49","25 Jul 2025, 09:35","","Concentration Curl",,"",3,"failure",10,16,,0,9.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Press (Machine)",,"",0,"warmup",99,10,,0,6
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Press (Machine)",,"",1,"warmup",120,6,,0,6
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Press (Machine)",,"",2,"normal",198,12,,0,7.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Press (Machine)",,"",3,"normal",198,12,,0,8
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Press (Machine)",,"",4,"normal",198,12,,0,8.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Press (Machine)",,"",5,"failure",198,12,,0,9.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Seated Leg Curl (Machine)",,"",0,"warmup",36,10,,0,6
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Seated Leg Curl (Machine)",,"",1,"normal",72,15,,0,8
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Seated Leg Curl (Machine)",,"",2,"normal",72,15,,0,8
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Seated Leg Curl (Machine)",,"",3,"normal",72,15,,0,8.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Seated Leg Curl (Machine)",,"",4,"failure",72,15,,0,10
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Lunge (Dumbbell)",,"Keep 16, work on depth",0,"warmup",8,10,,0,6
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Lunge (Dumbbell)",,"Keep 16, work on depth",1,"normal",16,12,,0,9
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Lunge (Dumbbell)",,"Keep 16, work on depth",2,"failure",16,12,,0,9.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Extension (Machine)",,"No increase, focused on form/negative. Increase after deload week",0,"warmup",51,10,,0,6
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Extension (Machine)",,"No increase, focused on form/negative. Increase after deload week",1,"normal",102,15,,0,7.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Extension (Machine)",,"No increase, focused on form/negative. Increase after deload week",2,"normal",102,15,,0,8.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Leg Extension (Machine)",,"No increase, focused on form/negative. Increase after deload week",3,"failure",102,15,,0,10
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Hip Adduction (Machine)",0,"",0,"warmup",36,10,,0,6
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Hip Adduction (Machine)",0,"",1,"normal",72,15,,0,8.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Hip Adduction (Machine)",0,"",2,"normal",72,15,,0,9.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Hip Adduction (Machine)",0,"",3,"failure",72,13,,0,10
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Hip Abduction (Machine)",0,"",0,"warmup",30,10,,0,6
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Hip Abduction (Machine)",0,"",1,"normal",55,15,,0,8.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Hip Abduction (Machine)",0,"",2,"normal",55,15,,0,8.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Hip Abduction (Machine)",0,"",3,"failure",55,15,,0,10
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Calf Press (Machine)",,"",0,"warmup",87,10,,0,6
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Calf Press (Machine)",,"",1,"normal",174,15,,0,8.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Calf Press (Machine)",,"",2,"normal",174,15,,0,9.5
"Legs // Ramp // Hypertrophy // 3","24 Jul 2025, 06:57","24 Jul 2025, 08:27","","Calf Press (Machine)",,"",3,"failure",172,15,,0,10
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Incline Bench Press (Dumbbell)",,"",0,"warmup",10,10,,0,6
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Incline Bench Press (Dumbbell)",,"",1,"warmup",12,6,,0,6
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Incline Bench Press (Dumbbell)",,"",2,"normal",22,10,,0,8.5
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Incline Bench Press (Dumbbell)",,"",3,"normal",22,10,,0,9.5
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Incline Bench Press (Dumbbell)",,"",4,"normal",22,9,,0,9.5
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Incline Bench Press (Dumbbell)",,"",5,"failure",20,10,,0,9.5
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Cable Crossover Ladder",,"Next time focus on keeping arms straight again",0,"warmup",6,10,,0,6
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Cable Crossover Ladder",,"Next time focus on keeping arms straight again",1,"normal",12,12,,0,9
"Upper // Ramp // Strength // 3","22 Jul 2025, 07:33","22 Jul 2025, 09:19","","Cable Crossover Ladder",,"Next time focus on keeping arms straight again",2,"normal",12,12,,0,9
